"Neighborhood","TotalUnits","LandSqFt","GrossSqFt","YearBuilt","TaxClass","SalePrice"
"MANHATTAN VALLEY         ",1,0,0,1961,"Class 2",575000
"MIDTOWN CBD              ",0,0,0,0,"Class 2",575000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",575000
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",575000
"MIDTOWN EAST             ",0,0,0,1962,"Class 2",575000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",575000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",575000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",575000
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",575000
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",575000
"MIDTOWN WEST             ",1,0,0,1931,"Class 2",575000
"MURRAY HILL              ",0,0,0,1924,"Class 2",575000
"MURRAY HILL              ",0,0,0,1930,"Class 2",575000
"MURRAY HILL              ",1,0,0,0,"Class 2",575000
"TRIBECA                  ",1,0,0,1985,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1900,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1920,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",1,0,0,1959,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",1,0,0,1989,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1965,"Class 2",575000
"UPPER EAST SIDE (59-79)  ",0,0,0,0,"Class 2",575000
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",575000
"UPPER EAST SIDE (79-96)  ",0,0,0,1973,"Class 2",575000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",575000
"UPPER WEST SIDE (59-79)  ",0,0,0,1975,"Class 2",575000
"UPPER WEST SIDE (79-96)  ",0,0,0,1936,"Class 2",575000
"UPPER WEST SIDE (79-96)  ",1,0,0,1931,"Class 2",575000
"UPPER WEST SIDE (79-96)  ",0,0,0,1987,"Class 2",575000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1941,"Class 2",575000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1909,"Class 2",575000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1963,"Class 2",575000
"CIVIC CENTER             ",1,0,0,1924,"Class 2",575311
"CIVIC CENTER             ",1,0,0,1924,"Class 2",575311
"FINANCIAL                ",1,0,0,0,"Class 2",576000
"MURRAY HILL              ",0,0,0,1955,"Class 2",576000
"UPPER EAST SIDE (59-79)  ",1,0,0,2011,"Class 2",576940
"UPPER EAST SIDE (59-79)  ",1,0,0,2011,"Class 2",576940
"MIDTOWN EAST             ",0,0,0,0,"Class 2",577500
"TRIBECA                  ",1,0,0,1987,"Class 2",578000
"EAST VILLAGE             ",0,0,0,1929,"Class 2",579000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",579000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",579000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",579000
"GREENWICH VILLAGE-WEST   ",0,0,0,1961,"Class 2",579000
"TRIBECA                  ",1,0,0,1985,"Class 2",579000
"TRIBECA                  ",1,0,0,1987,"Class 2",579000
"UPPER EAST SIDE (59-79)  ",0,0,0,1964,"Class 2",579000
"UPPER WEST SIDE (59-79)  ",0,0,0,1977,"Class 2",579000
"MANHATTAN VALLEY         ",0,0,0,1929,"Class 2",579500
"CHINATOWN                ",1,0,0,1899,"Class 4",580000
"CHINATOWN                ",1,0,0,1899,"Class 4",580000
"CLINTON                  ",0,0,0,1911,"Class 2",580000
"CLINTON                  ",0,0,0,1957,"Class 2",580000
"EAST VILLAGE             ",0,0,0,1900,"Class 2",580000
"FASHION                  ",0,0,0,1928,"Class 2",580000
"FINANCIAL                ",1,0,0,1956,"Class 2",580000
"FLATIRON                 ",0,0,0,1964,"Class 2",580000
"GRAMERCY                 ",0,0,0,1964,"Class 2",580000
"GRAMERCY                 ",0,0,0,1964,"Class 2",580000
"GRAMERCY                 ",0,0,0,1972,"Class 2",580000
"GRAMERCY                 ",0,0,0,1976,"Class 2",580000
"GREENWICH VILLAGE-WEST   ",1,0,0,1986,"Class 2",580000
"HARLEM-CENTRAL           ",1,0,0,0,"Class 2",580000
"HARLEM-CENTRAL           ",1,0,0,1920,"Class 2",580000
"HARLEM-UPPER             ",1,0,0,2005,"Class 2",580000
"INWOOD                   ",0,0,0,1953,"Class 2",580000
"KIPS BAY                 ",0,0,0,1965,"Class 2",580000
"LOWER EAST SIDE          ",1,0,0,1930,"Class 2",580000
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",580000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",580000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",580000
"MIDTOWN EAST             ",1,0,0,1962,"Class 2",580000
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",580000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",580000
"UPPER EAST SIDE (59-79)  ",0,0,0,1986,"Class 2",580000
"UPPER EAST SIDE (79-96)  ",0,0,0,1930,"Class 2",580000
"UPPER EAST SIDE (79-96)  ",0,0,0,1971,"Class 2",580000
"UPPER WEST SIDE (59-79)  ",1,0,0,1987,"Class 2",580000
"UPPER WEST SIDE (59-79)  ",0,0,0,1965,"Class 2",580000
"UPPER WEST SIDE (59-79)  ",0,0,0,1962,"Class 2",580000
"UPPER WEST SIDE (79-96)  ",0,0,0,1915,"Class 2",580000
"GRAMERCY                 ",0,0,0,1964,"Class 2",580200
"HARLEM-CENTRAL           ",1,0,0,1920,"Class 2",580246
"CHELSEA                  ",0,0,0,1910,"Class 2",580750
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",581760
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",582000
"GREENWICH VILLAGE-WEST   ",0,0,0,1920,"Class 2",582000
"MIDTOWN EAST             ",0,0,0,1956,"Class 2",582000
"MURRAY HILL              ",0,0,0,1912,"Class 2",582000
"MURRAY HILL              ",0,0,0,1963,"Class 2",582000
"UPPER EAST SIDE (79-96)  ",0,0,0,1942,"Class 2",582000
"UPPER WEST SIDE (96-116) ",0,0,0,1910,"Class 2",582000
"MANHATTAN VALLEY         ",0,0,0,1929,"Class 2",582500
"MIDTOWN CBD              ",1,0,0,1985,"Class 2",582500
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",582500
"UPPER WEST SIDE (59-79)  ",1,0,0,1940,"Class 2",583000
"LOWER EAST SIDE          ",1,0,0,1930,"Class 2",583457
"WASHINGTON HEIGHTS LOWER ",1,0,0,2012,"Class 2",583457
"WASHINGTON HEIGHTS UPPER ",0,0,0,1939,"Class 2",583500
"KIPS BAY                 ",1,0,0,1984,"Class 2",584000
"CHELSEA                  ",0,0,0,1900,"Class 2",585000
"CLINTON                  ",1,0,0,2008,"Class 2",585000
"EAST VILLAGE             ",0,0,0,1920,"Class 2",585000
"GRAMERCY                 ",0,0,0,1987,"Class 2",585000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1952,"Class 2",585000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1954,"Class 2",585000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1955,"Class 2",585000
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",585000
"HARLEM-UPPER             ",1,0,0,2005,"Class 2",585000
"JAVITS CENTER            ",0,0,0,1930,"Class 2",585000
"KIPS BAY                 ",0,0,0,0,"Class 2",585000
"LOWER EAST SIDE          ",0,0,0,1960,"Class 2",585000
"LOWER EAST SIDE          ",0,0,0,1929,"Class 2",585000
"LOWER EAST SIDE          ",0,0,0,1949,"Class 2",585000
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",585000
"MIDTOWN EAST             ",0,0,0,1962,"Class 2",585000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",585000
"TRIBECA                  ",1,0,0,0,"Class 2",585000
"UPPER EAST SIDE (59-79)  ",0,0,0,1968,"Class 2",585000
"UPPER EAST SIDE (59-79)  ",0,0,0,1923,"Class 2",585000
"UPPER EAST SIDE (59-79)  ",0,0,0,1940,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1980,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",585000
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",585000
"UPPER WEST SIDE (59-79)  ",0,0,0,1924,"Class 2",585000
"UPPER WEST SIDE (59-79)  ",0,0,0,1968,"Class 2",585000
"UPPER WEST SIDE (59-79)  ",0,0,0,1962,"Class 2",585000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",585000
"UPPER WEST SIDE (96-116) ",0,0,0,1929,"Class 2",585000
"HARLEM-CENTRAL           ",1,0,0,1920,"Class 2",585292
"FINANCIAL                ",1,0,0,2003,"Class 2",585493
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",585493
"MURRAY HILL              ",0,0,0,1916,"Class 2",586000
"HARLEM-CENTRAL           ",1,0,0,1930,"Class 2",586512
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",586700
"UPPER EAST SIDE (59-79)  ",0,0,0,1956,"Class 2",587000
"GREENWICH VILLAGE-WEST   ",0,0,0,1930,"Class 2",587500
"MURRAY HILL              ",0,0,0,1957,"Class 2",587500
"UPPER EAST SIDE (79-96)  ",0,0,0,1955,"Class 2",587500
"UPPER WEST SIDE (59-79)  ",0,0,0,1968,"Class 2",587500
"MIDTOWN EAST             ",0,0,0,1931,"Class 2",588500
"WASHINGTON HEIGHTS LOWER ",1,0,0,2012,"Class 2",588548
"GRAMERCY                 ",1,0,0,1900,"Class 2",588772
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",589000
"MIDTOWN WEST             ",1,0,0,1968,"Class 2",589000
"MURRAY HILL              ",0,0,0,1964,"Class 2",589000
"UPPER EAST SIDE (59-79)  ",0,0,0,1964,"Class 2",589000
"FASHION                  ",0,0,0,1928,"Class 2",590000
"FINANCIAL                ",1,0,0,1956,"Class 2",590000
"GREENWICH VILLAGE-WEST   ",0,0,0,1930,"Class 2",590000
"GREENWICH VILLAGE-WEST   ",0,0,0,1920,"Class 2",590000
"INWOOD                   ",0,0,0,1939,"Class 2",590000
"KIPS BAY                 ",0,0,0,1964,"Class 2",590000
"LOWER EAST SIDE          ",0,0,0,1955,"Class 2",590000
"LOWER EAST SIDE          ",0,0,0,1949,"Class 2",590000
"MANHATTAN VALLEY         ",1,0,0,1960,"Class 2",590000
"MIDTOWN EAST             ",0,0,0,1940,"Class 2",590000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",590000
"MURRAY HILL              ",0,0,0,1940,"Class 2",590000
"MURRAY HILL              ",1,0,0,1986,"Class 2",590000
"TRIBECA                  ",1,0,0,0,"Class 2",590000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",590000
"UPPER EAST SIDE (59-79)  ",0,0,0,1968,"Class 2",590000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",590000
"UPPER EAST SIDE (59-79)  ",0,0,0,1965,"Class 2",590000
"UPPER EAST SIDE (59-79)  ",0,0,0,1986,"Class 2",590000
"UPPER WEST SIDE (59-79)  ",0,0,0,1900,"Class 2",590000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",590000
"UPPER WEST SIDE (79-96)  ",1,0,0,1931,"Class 2",590000
"FINANCIAL                ",1,0,0,2003,"Class 2",590585
"WASHINGTON HEIGHTS LOWER ",1,0,0,2012,"Class 2",590585
"MANHATTAN VALLEY         ",1,0,0,1960,"Class 2",591000
"CHELSEA                  ",0,0,0,1963,"Class 2",591400
"MIDTOWN EAST             ",1,0,0,1985,"Class 2",592000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",592000
"SOHO                     ",0,0,0,1966,"Class 2",592000
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",592000
"UPPER WEST SIDE (59-79)  ",0,0,0,1963,"Class 2",592500
"UPPER WEST SIDE (59-79)  ",0,0,0,1963,"Class 2",592500
"MURRAY HILL              ",0,0,0,1975,"Class 2",593000
"UPPER WEST SIDE (59-79)  ",0,0,0,1913,"Class 2",593000
"WASHINGTON HEIGHTS LOWER ",1,0,0,0,"Class 2",593000
"UPPER WEST SIDE (96-116) ",0,0,0,1912,"Class 2",593400
"CHELSEA                  ",0,0,0,1963,"Class 2",595000
"EAST VILLAGE             ",0,0,0,1920,"Class 2",595000
"FINANCIAL                ",1,0,0,1930,"Class 2",595000
"FINANCIAL                ",1,0,0,1956,"Class 2",595000
"FINANCIAL                ",1,0,0,1903,"Class 2",595000
"KIPS BAY                 ",1,0,0,1962,"Class 2",595000
"MANHATTAN VALLEY         ",1,0,0,1960,"Class 2",595000
"MIDTOWN CBD              ",0,0,0,1960,"Class 2",595000
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",595000
"MIDTOWN WEST             ",0,0,0,1920,"Class 2",595000
"MIDTOWN WEST             ",1,0,0,1968,"Class 2",595000
"MIDTOWN WEST             ",1,0,0,1987,"Class 2",595000
"MURRAY HILL              ",0,0,0,1920,"Class 2",595000
"MURRAY HILL              ",0,0,0,1957,"Class 2",595000
"MURRAY HILL              ",0,0,0,1959,"Class 2",595000
"MURRAY HILL              ",0,0,0,1975,"Class 2",595000
"MURRAY HILL              ",0,0,0,1960,"Class 2",595000
"MURRAY HILL              ",1,0,0,0,"Class 2",595000
"TRIBECA                  ",1,0,0,1985,"Class 2",595000
"TRIBECA                  ",1,0,0,1990,"Class 2",595000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",595000
"UPPER EAST SIDE (79-96)  ",0,0,0,1923,"Class 2",595000
"UPPER EAST SIDE (79-96)  ",0,0,0,1970,"Class 2",595000
"UPPER EAST SIDE (79-96)  ",0,0,0,1964,"Class 2",595000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",595000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",595000
"UPPER WEST SIDE (59-79)  ",0,0,0,1977,"Class 2",595000
"UPPER WEST SIDE (59-79)  ",0,0,0,1962,"Class 2",595000
"UPPER WEST SIDE (79-96)  ",1,0,0,1987,"Class 2",595000
"UPPER WEST SIDE (96-116) ",0,0,0,1923,"Class 2",595000
"UPPER WEST SIDE (96-116) ",0,0,0,1924,"Class 2",595000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1925,"Class 2",595000
"GRAMERCY                 ",1,0,0,1900,"Class 2",595676
"HARLEM-CENTRAL           ",1,0,0,1920,"Class 2",595676
"CHELSEA                  ",0,0,0,1963,"Class 2",595725
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",595888
"CHELSEA                  ",0,0,0,1910,"Class 2",596000
"UPPER EAST SIDE (96-110) ",0,0,0,1930,"Class 2",596000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",596000
"GREENWICH VILLAGE-WEST   ",0,0,0,1963,"Class 2",596158
"CIVIC CENTER             ",1,0,0,1924,"Class 2",596593
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",597000
"UPPER WEST SIDE (79-96)  ",0,0,0,1900,"Class 2",597000
"CHELSEA                  ",1,0,0,0,"Class 2",597270
"MURRAY HILL              ",0,0,0,1957,"Class 2",597500
"UPPER EAST SIDE (79-96)  ",0,0,0,1973,"Class 2",597500
"FINANCIAL                ",1,0,0,1903,"Class 2",598000
"GRAMERCY                 ",0,0,0,1976,"Class 2",598000
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",598000
"MURRAY HILL              ",1,0,0,1964,"Class 2",598000
"GRAMERCY                 ",0,0,0,1920,"Class 2",599000
"GRAMERCY                 ",0,0,0,1925,"Class 2",599000
"GRAMERCY                 ",0,0,0,1965,"Class 2",599000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1930,"Class 2",599000
"HARLEM-CENTRAL           ",1,0,0,1926,"Class 2",599000
"HARLEM-EAST              ",1,0,0,2006,"Class 2",599000
"MANHATTAN VALLEY         ",1,0,0,1960,"Class 2",599000
"MANHATTAN VALLEY         ",1,0,0,1960,"Class 2",599000
"SOHO                     ",0,0,0,1920,"Class 2",599000
"TRIBECA                  ",1,0,0,0,"Class 2",599000
"UPPER EAST SIDE (59-79)  ",0,0,0,1920,"Class 2",599000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",599000
"UPPER WEST SIDE (59-79)  ",0,0,0,1924,"Class 2",599000
"UPPER WEST SIDE (59-79)  ",0,0,0,1963,"Class 2",599000
"UPPER WEST SIDE (79-96)  ",0,0,0,1925,"Class 2",599000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",599000
"UPPER WEST SIDE (96-116) ",0,0,0,1907,"Class 2",599000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1954,"Class 2",599000
"ALPHABET CITY            ",0,0,0,1900,"Class 2",6e+05
"CHELSEA                  ",1,0,0,1950,"Class 2",6e+05
"CHELSEA                  ",1,0,0,1950,"Class 2",6e+05
"CHELSEA                  ",0,0,0,0,"Class 2",6e+05
"CHINATOWN                ",1,0,0,1989,"Class 2",6e+05
"CHINATOWN                ",1,0,0,2007,"Class 2",6e+05
"CLINTON                  ",1,0,0,2008,"Class 2",6e+05
"EAST VILLAGE             ",0,0,0,1950,"Class 2",6e+05
"EAST VILLAGE             ",0,0,0,1900,"Class 2",6e+05
"FASHION                  ",0,0,0,1928,"Class 2",6e+05
"FINANCIAL                ",1,0,0,1903,"Class 2",6e+05
"FINANCIAL                ",1,0,0,2003,"Class 2",6e+05
"FLATIRON                 ",0,0,0,1964,"Class 2",6e+05
"GRAMERCY                 ",0,0,0,1920,"Class 2",6e+05
"GRAMERCY                 ",0,0,0,1945,"Class 2",6e+05
"GRAMERCY                 ",0,0,0,1963,"Class 2",6e+05
"GRAMERCY                 ",0,0,0,1963,"Class 2",6e+05
"GRAMERCY                 ",0,0,0,1973,"Class 2",6e+05
"GRAMERCY                 ",1,0,0,1987,"Class 2",6e+05
"GREENWICH VILLAGE-WEST   ",0,0,0,1915,"Class 2",6e+05
"GREENWICH VILLAGE-WEST   ",0,0,0,1925,"Class 2",6e+05
"HARLEM-CENTRAL           ",1,0,0,0,"Class 2",6e+05
"HARLEM-CENTRAL           ",1,0,0,0,"Class 2",6e+05
"HARLEM-CENTRAL           ",1,0,0,1920,"Class 2",6e+05
"HARLEM-CENTRAL           ",1,0,0,0,"Class 2",6e+05
"HARLEM-CENTRAL           ",0,0,0,2004,"Class 2",6e+05
"HARLEM-UPPER             ",1,0,0,1920,"Class 2",6e+05
"HARLEM-UPPER             ",1,0,0,2005,"Class 2",6e+05
"HARLEM-UPPER             ",1,0,0,0,"Class 2",6e+05
"LOWER EAST SIDE          ",0,0,0,1955,"Class 2",6e+05
"LOWER EAST SIDE          ",0,0,0,1955,"Class 2",6e+05
"LOWER EAST SIDE          ",0,0,0,1960,"Class 2",6e+05
"LOWER EAST SIDE          ",0,0,0,1949,"Class 2",6e+05
"LOWER EAST SIDE          ",1,0,0,2010,"Class 2",6e+05
"MANHATTAN VALLEY         ",0,0,0,1901,"Class 2",6e+05
"MIDTOWN CBD              ",0,0,0,1957,"Class 2",6e+05
"MIDTOWN CBD              ",0,0,0,1960,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1931,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1929,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1959,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1968,"Class 2",6e+05
"MIDTOWN EAST             ",1,0,0,1990,"Class 2",6e+05
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,0,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,0,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,1931,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,1931,"Class 2",6e+05
"MIDTOWN WEST             ",1,0,0,0,"Class 2",6e+05
"MORNINGSIDE HEIGHTS      ",0,0,0,1956,"Class 2",6e+05
"MURRAY HILL              ",0,0,0,1927,"Class 2",6e+05
"MURRAY HILL              ",0,0,0,1910,"Class 2",6e+05
"TRIBECA                  ",1,0,0,1985,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1927,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1965,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",1,0,0,1923,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",1,0,0,1986,"Class 2",6e+05
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",6e+05
"UPPER EAST SIDE (79-96)  ",0,0,0,1902,"Class 2",6e+05
"UPPER EAST SIDE (79-96)  ",0,0,0,1927,"Class 2",6e+05
"UPPER EAST SIDE (79-96)  ",0,0,0,1938,"Class 2",6e+05
"UPPER EAST SIDE (79-96)  ",0,0,0,1957,"Class 2",6e+05
"UPPER EAST SIDE (79-96)  ",0,0,0,1939,"Class 2",6e+05
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",6e+05
"UPPER WEST SIDE (59-79)  ",0,0,0,1965,"Class 2",6e+05
"UPPER WEST SIDE (59-79)  ",0,0,0,1965,"Class 2",6e+05
"UPPER WEST SIDE (79-96)  ",0,0,0,1915,"Class 2",6e+05
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",6e+05
"UPPER WEST SIDE (79-96)  ",1,0,0,1987,"Class 2",6e+05
"UPPER WEST SIDE (79-96)  ",0,0,0,0,"Class 2",6e+05
"WASHINGTON HEIGHTS LOWER ",0,0,0,1923,"Class 2",6e+05
"WASHINGTON HEIGHTS UPPER ",0,0,0,1960,"Class 2",6e+05
"GRAMERCY                 ",1,0,0,1900,"Class 2",600429
"GRAMERCY                 ",1,0,0,1910,"Class 2",600429
"GREENWICH VILLAGE-CENTRAL",0,0,0,1952,"Class 2",600581
"FINANCIAL                ",1,0,0,2003,"Class 2",600767
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",600767
"MURRAY HILL              ",0,0,0,1964,"Class 2",601000
"GRAMERCY                 ",0,0,0,1931,"Class 2",602000
"UPPER EAST SIDE (59-79)  ",1,0,0,1923,"Class 2",602000
"UPPER WEST SIDE (59-79)  ",0,0,0,1928,"Class 2",602000
"ALPHABET CITY            ",0,0,0,1928,"Class 2",602500
"ALPHABET CITY            ",0,0,0,1900,"Class 2",603000
"UPPER EAST SIDE (79-96)  ",0,0,0,1922,"Class 2",603000
"MURRAY HILL              ",0,0,0,1942,"Class 2",603750
"HARLEM-CENTRAL           ",1,0,0,1930,"Class 2",604000
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",604011
"GREENWICH VILLAGE-CENTRAL",0,0,0,1952,"Class 2",604017
"UPPER WEST SIDE (96-116) ",0,0,0,1930,"Class 2",604500
"ALPHABET CITY            ",0,0,0,1937,"Class 2",605000
"CIVIC CENTER             ",0,0,0,1965,"Class 2",605000
"EAST VILLAGE             ",0,0,0,1900,"Class 2",605000
"FINANCIAL                ",0,0,0,1926,"Class 2",605000
"GRAMERCY                 ",0,0,0,1972,"Class 2",605000
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",605000
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",605000
"UPPER EAST SIDE (59-79)  ",0,0,0,1937,"Class 2",605000
"UPPER EAST SIDE (59-79)  ",0,0,0,1964,"Class 2",605000
"UPPER EAST SIDE (79-96)  ",1,0,0,1998,"Class 2",605000
"UPPER EAST SIDE (96-110) ",0,0,0,1959,"Class 2",605000
"UPPER WEST SIDE (59-79)  ",0,0,0,1910,"Class 2",605000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",605000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",605000
"UPPER EAST SIDE (59-79)  ",0,0,0,1966,"Class 2",605585
"GRAMERCY                 ",1,0,0,1910,"Class 2",605858
"UPPER EAST SIDE (59-79)  ",1,0,0,1959,"Class 2",605858
"UPPER EAST SIDE (79-96)  ",0,0,0,1910,"Class 2",605858
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",606000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",607488
"GREENWICH VILLAGE-WEST   ",0,0,0,1960,"Class 2",607500
"UPPER WEST SIDE (59-79)  ",0,0,0,1930,"Class 2",607500
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",608550
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",608750
"UPPER EAST SIDE (79-96)  ",0,0,0,1980,"Class 2",609000
"UPPER WEST SIDE (59-79)  ",0,0,0,1920,"Class 2",609000
"CHELSEA                  ",0,0,0,1920,"Class 2",610000
"FINANCIAL                ",1,0,0,1956,"Class 2",610000
"GRAMERCY                 ",0,0,0,1962,"Class 2",610000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1964,"Class 2",610000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1964,"Class 2",610000
"GREENWICH VILLAGE-WEST   ",0,0,0,1961,"Class 2",610000
"HARLEM-CENTRAL           ",11,1465,2199,1910,"Class 2",610000
"HARLEM-EAST              ",1,0,0,2006,"Class 2",610000
"KIPS BAY                 ",0,0,0,1964,"Class 2",610000
"KIPS BAY                 ",1,0,0,0,"Class 2",610000
"KIPS BAY                 ",1,0,0,1962,"Class 2",610000
"KIPS BAY                 ",1,0,0,1988,"Class 2",610000
"LOWER EAST SIDE          ",0,0,0,1955,"Class 2",610000
"LOWER EAST SIDE          ",0,0,0,1960,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1977,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1963,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1928,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1930,"Class 2",610000
"MIDTOWN EAST             ",1,0,0,1990,"Class 2",610000
"MIDTOWN EAST             ",0,0,0,1964,"Class 2",610000
